S_values,z_values
0.193359,0.156979
0.194638,0.158249
0.199219,0.162809
0.195987,0.15959
0.197266,0.160864
0.198544,0.162138
0.203125,0.166706
0.199893,0.163482
0.201172,0.164758
0.20245,0.166033
0.207031,0.170601
0.2038,0.167378
0.205078,0.168653
0.206357,0.169928
0.210938,0.174488
0.207706,0.171272
0.208984,0.172544
0.210263,0.173817
0.214844,0.178363
0.211612,0.175157
0.212891,0.176425
0.214169,0.177694
0.21875,0.182219
0.215518,0.179029
0.216797,0.180291
0.218075,0.181553
0.222656,0.186055
0.219425,0.182882
0.220703,0.184137
0.221982,0.185392
0.226562,0.189865
0.223331,0.186713
0.224609,0.18796
0.225888,0.189207
0.230469,0.193649
0.227237,0.190518
0.228516,0.191757
0.229794,0.192995
0.234375,0.197404
0.231143,0.194297
0.232422,0.195526
0.2337,0.196756
0.238281,0.201131
0.23505,0.198048
0.236328,0.199267
0.237607,0.200487
0.242188,0.20483
0.238956,0.20177
0.240234,0.20298
0.241513,0.204191
0.246094,0.208502
0.242862,0.205464
0.244141,0.206666
0.245419,0.207868
0.25,0.212151
0.246768,0.209133
0.248047,0.210327
0.249325,0.211521
0.253906,0.215779
0.250675,0.212778
0.251953,0.213965
0.253232,0.215153
0.257812,0.21939
0.254581,0.216403
0.255859,0.217585
0.257138,0.218767
0.261719,0.22299
0.258487,0.220012
0.259766,0.22119
0.261044,0.222368
0.265625,0.226581
0.262393,0.22361
0.263672,0.224786
0.26495,0.225961
0.269531,0.230171
0.2663,0.227201
0.267578,0.228376
0.268857,0.229551
0.273438,0.233764
0.270206,0.230792
0.271484,0.231968
0.272763,0.233144
0.277344,0.237366
0.274112,0.234386
0.275391,0.235565
0.276669,0.236744
0.28125,0.240981
0.278018,0.23799
0.279297,0.239173
0.280575,0.240356
0.285156,0.244613
0.281925,0.241608
0.283203,0.242797
0.284482,0.243986
0.289062,0.248267
0.285831,0.245244
0.287109,0.24644
0.288388,0.247636
0.292969,0.251946
0.289737,0.248902
0.291016,0.250106
0.292294,0.25131
0.296875,0.255651
0.293643,0.252585
0.294922,0.253798
0.2962,0.255011
0.300781,0.259384
0.29755,0.256295
0.298828,0.257517
0.300107,0.258739
0.304688,0.263146
0.301456,0.260034
0.302734,0.261265
0.304013,0.262496
0.308594,0.266935
0.305362,0.2638
0.306641,0.265041
0.307919,0.266281
0.3125,0.270751
0.309268,0.267594
0.310547,0.268843
0.311825,0.270092
0.316406,0.274591
0.313175,0.271414
0.314453,0.272671
0.315732,0.273928
0.320312,0.278452
0.317081,0.275258
0.318359,0.276521
0.319638,0.277785
0.324219,0.282329
0.320987,0.279121
0.322266,0.28039
0.323544,0.281659
0.328125,0.286218
0.324893,0.283
0.326172,0.284273
0.32745,0.285546
0.332031,0.290113
0.3288,0.28689
0.330078,0.288166
0.331357,0.289441
0.335938,0.29401
0.332706,0.290786
0.333984,0.292062
0.335263,0.293338
0.339844,0.297902
0.336612,0.294682
0.337891,0.295956
0.339169,0.29723
0.34375,0.301784
0.340518,0.298573
0.341797,0.299843
0.343075,0.301113
0.347656,0.305648
0.344425,0.302451
0.345703,0.303716
0.346982,0.30498
0.351562,0.309489
0.348331,0.306311
0.349609,0.307568
0.350888,0.308825
0.355469,0.313301
0.352237,0.310147
0.353516,0.311395
0.354794,0.312642
0.359375,0.317078
0.356143,0.313953
0.357422,0.315189
0.3587,0.316426
0.363281,0.320817
0.36005,0.317724
0.361328,0.318948
0.362607,0.320171
0.367188,0.324512
0.363956,0.321455
0.365234,0.322664
0.366513,0.323874
0.371094,0.32816
0.367862,0.325142
0.369141,0.326336
0.370419,0.32753
0.375,0.331759
0.371768,0.328781
0.373047,0.329959
0.374325,0.331137
0.378906,0.335307
0.375675,0.332371
0.376953,0.333533
0.378232,0.334694
0.382812,0.338803
0.379581,0.33591
0.380859,0.337055
0.382138,0.338199
0.386719,0.342249
0.383487,0.339398
0.384766,0.340526
0.386044,0.341654
0.390625,0.345646
0.387393,0.342836
0.388672,0.343948
0.38995,0.34506
0.394531,0.348998
0.3913,0.346225
0.392578,0.347322
0.393857,0.348419
0.398438,0.352309
0.395206,0.34957
0.396484,0.350653
0.397763,0.351737
0.402344,0.355583
0.399112,0.352874
0.400391,0.353946
0.401669,0.355018
0.40625,0.358829
0.403018,0.356144
0.404297,0.357206
0.405575,0.358269
0.410156,0.362052
0.406925,0.359386
0.408203,0.360441
0.409482,0.361496
0.414062,0.365262
0.410831,0.362607
0.412109,0.363657
0.413388,0.364707
0.417969,0.368465
0.414737,0.365815
0.416016,0.366863
0.417294,0.367912
0.421875,0.371671
0.418643,0.369019
0.419922,0.370068
0.4212,0.371118
0.425781,0.374888
0.42255,0.372227
0.423828,0.37328
0.425107,0.374333
0.429688,0.378125
0.426456,0.375447
0.427734,0.376506
0.429013,0.377566
0.433594,0.381387
0.430362,0.378688
0.431641,0.379756
0.432919,0.380824
0.4375,0.384683
0.434268,0.381956
0.435547,0.383035
0.436825,0.384114
0.441406,0.388018
0.438175,0.385259
0.439453,0.386351
0.440732,0.387442
0.445312,0.391397
0.442081,0.388602
0.443359,0.389707
0.444638,0.390813
0.449219,0.394822
0.445987,0.391988
0.447266,0.393109
0.448544,0.394231
0.453125,0.398298
0.449893,0.395422
0.451172,0.39656
0.45245,0.397697
0.457031,0.401824
0.4538,0.398906
0.455078,0.400061
0.456357,0.401215
0.460938,0.4054
0.457706,0.402441
0.458984,0.403612
0.460263,0.404783
0.464844,0.409027
0.461612,0.406027
0.462891,0.407214
0.464169,0.408401
0.46875,0.412702
0.465518,0.409662
0.466797,0.410865
0.468075,0.412068
0.472656,0.416422
0.469425,0.413344
0.470703,0.414562
0.471982,0.41578
0.476562,0.420183
0.473331,0.417071
0.474609,0.418302
0.475888,0.419533
0.480469,0.423981
0.477237,0.420839
0.478516,0.422082
0.479794,0.423325
0.484375,0.42781
0.481143,0.424642
0.482422,0.425895
0.4837,0.427149
0.488281,0.431665
0.48505,0.428476
0.486328,0.429738
0.487607,0.430999
0.492188,0.43554
0.488956,0.432334
0.490234,0.433603
0.491513,0.434871
0.496094,0.439429
0.492862,0.436212
0.494141,0.437484
0.495419,0.438757
0.5,0.443324
0.496768,0.440101
0.498047,0.441376
0.499325,0.442651
0.503906,0.447219
0.500675,0.443996
0.501953,0.445271
0.503232,0.446546
0.507812,0.451107
0.504581,0.44789
0.505859,0.449163
0.507138,0.450436
0.511719,0.454982
0.508487,0.451777
0.509766,0.453045
0.511044,0.454313
0.515625,0.458838
0.512393,0.455648
0.513672,0.45691
0.51495,0.458172
0.519531,0.462667
0.5163,0.459499
0.517578,0.460752
0.518857,0.462006
0.523438,0.466465
0.520206,0.463323
0.521484,0.464566
0.522763,0.465809
0.527344,0.470226
0.524112,0.467114
0.525391,0.468345
0.526669,0.469576
0.53125,0.473946
0.528018,0.470868
0.529297,0.472086
0.530575,0.473303
0.535156,0.47762
0.531925,0.47458
0.533203,0.475783
0.534482,0.476986
0.539062,0.481247
0.535831,0.478247
0.537109,0.479434
0.538388,0.480621
0.542969,0.484824
0.539737,0.481865
0.541016,0.483036
0.542294,0.484206
0.546875,0.48835
0.543643,0.485433
0.544922,0.486587
0.5462,0.487741
0.550781,0.491825
0.54755,0.48895
0.548828,0.490088
0.550107,0.491225
0.554688,0.495251
0.551456,0.492417
0.552734,0.493538
0.554013,0.49466
0.558594,0.49863
0.555362,0.495834
0.556641,0.49694
0.557919,0.498046
0.5625,0.501964
0.559268,0.499205
0.560547,0.500297
0.561825,0.501389
0.566406,0.50526
0.563175,0.502534
0.564453,0.503612
0.565732,0.504691
0.570312,0.508523
0.567081,0.505824
0.568359,0.506892
0.569638,0.50796
0.574219,0.511759
0.570987,0.509082
0.572266,0.510141
0.573544,0.5112
0.578125,0.514976
0.574893,0.512315
0.576172,0.513368
0.57745,0.514421
0.582031,0.518183
0.5788,0.51553
0.580078,0.51658
0.581357,0.517629
0.585938,0.521386
0.582706,0.518736
0.583984,0.519784
0.585263,0.520833
0.589844,0.524595
0.586612,0.52194
0.587891,0.522991
0.589169,0.524041
0.59375,0.527819
0.590518,0.525152
0.591797,0.526207
0.593075,0.527262
0.597656,0.531064
0.594425,0.528379
0.595703,0.529441
0.596982,0.530504
0.601562,0.534339
0.598331,0.53163
0.599609,0.532702
0.600888,0.533773
0.605469,0.537649
0.602237,0.534911
0.603516,0.535994
0.604794,0.537078
0.609375,0.541001
0.606143,0.538228
0.607422,0.539325
0.6087,0.540422
0.613281,0.544398
0.61005,0.541588
0.611328,0.5427
0.612607,0.543812
0.617188,0.547844
0.613956,0.544994
0.615234,0.546121
0.616513,0.547249
0.621094,0.551341
0.617862,0.548448
0.619141,0.549593
0.620419,0.550737
0.625,0.554889
0.621768,0.551954
0.623047,0.553115
0.624325,0.554276
0.628906,0.558488
0.625675,0.55551
0.626953,0.556688
0.628232,0.557866
0.632812,0.562136
0.629581,0.559118
0.630859,0.560312
0.632138,0.561506
0.636719,0.565831
0.633487,0.562774
0.634766,0.563983
0.636044,0.565193
0.640625,0.569569
0.637393,0.566476
0.638672,0.5677
0.63995,0.568924
0.644531,0.573347
0.6413,0.570222
0.642578,0.571458
0.643857,0.572695
0.648438,0.577159
0.645206,0.574005
0.646484,0.575253
0.647763,0.576501
0.652344,0.581
0.649112,0.577822
0.650391,0.57908
0.651669,0.580337
0.65625,0.584864
0.653018,0.581667
0.654297,0.582932
0.655575,0.584197
0.660156,0.588745
0.656925,0.585534
0.658203,0.586805
0.659482,0.588075
0.664062,0.592637
0.660831,0.589417
0.662109,0.590691
0.663388,0.591965
0.667969,0.596534
0.664737,0.59331
0.666016,0.594586
0.667294,0.595861
0.671875,0.60043
0.668643,0.597207
0.669922,0.598482
0.6712,0.599757
0.675781,0.604319
0.67255,0.601101
0.673828,0.602374
0.675107,0.603647
0.679688,0.608196
0.676456,0.604988
0.677734,0.606258
0.679013,0.607527
0.683594,0.612056
0.680362,0.608863
0.681641,0.610126
0.682919,0.61139
0.6875,0.615896
0.684268,0.61272
0.685547,0.613976
0.686825,0.615233
0.691406,0.619712
0.688175,0.616555
0.689453,0.617804
0.690732,0.619053
0.695312,0.623502
0.692081,0.620367
0.693359,0.621607
0.694638,0.622847
0.699219,0.627264
0.695987,0.624151
0.697266,0.625383
0.698544,0.626614
0.703125,0.630997
0.699893,0.627908
0.701172,0.62913
0.70245,0.630352
0.707031,0.634702
0.7038,0.631637
0.705078,0.632849
0.706357,0.634062
0.710938,0.638381
0.707706,0.635337
0.708984,0.636541
0.710263,0.637745
0.714844,0.642035
0.711612,0.639011
0.712891,0.640208
0.714169,0.641404
0.71875,0.645667
0.715518,0.642662
0.716797,0.643851
0.718075,0.64504
0.722656,0.649282
0.719425,0.646291
0.720703,0.647474
0.721982,0.648658
0.726562,0.652883
0.723331,0.649904
0.724609,0.651083
0.725888,0.652261
0.730469,0.656476
0.727237,0.653504
0.728516,0.65468
0.729794,0.655856
0.734375,0.660066
0.731143,0.657096
0.732422,0.658271
0.7337,0.659446
0.738281,0.663658
0.73505,0.660686
0.736328,0.661862
0.737607,0.663038
0.742188,0.667257
0.738956,0.66428
0.740234,0.665458
0.741513,0.666636
0.746094,0.670868
0.742862,0.667881
0.744141,0.669063
0.745419,0.670245
0.75,0.674496
0.746768,0.671495
0.748047,0.672682
0.749325,0.67387
0.753906,0.678145
0.750675,0.675127
0.751953,0.676321
0.753232,0.677515
0.757812,0.681818
0.754581,0.678779
0.755859,0.679981
0.757138,0.681184
0.761719,0.685517
0.758487,0.682456
0.759766,0.683667
0.761044,0.684878
0.765625,0.689244
0.762393,0.68616
0.763672,0.68738
0.76495,0.6886
0.769531,0.692999
0.7663,0.689892
0.767578,0.691121
0.768857,0.692351
0.773438,0.696783
0.770206,0.693652
0.771484,0.694891
0.772763,0.696129
0.777344,0.700593
0.774112,0.697441
0.775391,0.698688
0.776669,0.699935
0.78125,0.704428
0.778018,0.701255
0.779297,0.702511
0.780575,0.703766
0.785156,0.708285
0.781925,0.705094
0.783203,0.706357
0.784482,0.707619
0.789062,0.71216
0.785831,0.708954
0.787109,0.710222
0.788388,0.711491
0.792969,0.716047
0.789737,0.712831
0.791016,0.714103
0.792294,0.715376
0.796875,0.719942
0.793643,0.716719
0.794922,0.717994
0.7962,0.719269
0.800781,0.723838
0.79755,0.720615
0.798828,0.72189
0.800107,0.723165
0.804688,0.727729
0.801456,0.72451
0.802734,0.725784
0.804013,0.727057
0.808594,0.731608
0.805362,0.728399
0.806641,0.729669
0.807919,0.730938
0.8125,0.735468
0.809268,0.732275
0.810547,0.733538
0.811825,0.734801
0.816406,0.7393
0.813175,0.736129
0.814453,0.737384
0.815732,0.738638
0.820312,0.743097
0.817081,0.739955
0.818359,0.741198
0.819638,0.742441
0.824219,0.746851
0.820987,0.743745
0.822266,0.744974
0.823544,0.746202
0.828125,0.750554
0.824893,0.74749
0.826172,0.748702
0.82745,0.749914
0.832031,0.754199
0.8288,0.751183
0.830078,0.752376
0.831357,0.753569
0.835938,0.757778
0.832706,0.754817
0.833984,0.755988
0.835263,0.75716
0.839844,0.761285
0.836612,0.758384
0.837891,0.759531
0.839169,0.760679
0.84375,0.764712
0.840518,0.761877
0.841797,0.762998
0.843075,0.76412
0.847656,0.768055
0.844425,0.765289
0.845703,0.766384
0.846982,0.767478
0.851562,0.771309
0.848331,0.768617
0.849609,0.769682
0.850888,0.770747
0.855469,0.774469
0.852237,0.771854
0.853516,0.772889
0.854794,0.773923
0.859375,0.777533
0.856143,0.774998
0.857422,0.776001
0.8587,0.777004
0.863281,0.7805
0.86005,0.778045
0.861328,0.779017
0.862607,0.779988
0.867188,0.78337
0.863956,0.780996
0.865234,0.781935
0.866513,0.782875
0.871094,0.786146
0.867862,0.78385
0.869141,0.784758
0.870419,0.785667
0.875,0.788831
0.871768,0.786609
0.873047,0.787488
0.874325,0.788367
0.878906,0.791431
0.875675,0.78928
0.876953,0.790131
0.878232,0.790982
0.882812,0.793954
0.879581,0.791866
0.880859,0.792693
0.882138,0.793519
0.886719,0.796413
0.883487,0.794379
0.884766,0.795184
0.886044,0.795988
0.890625,0.798818
0.887393,0.796828
0.888672,0.797615
0.88995,0.798403
0.894531,0.801185
0.8913,0.799227
0.892578,0.800002
0.893857,0.800777
0.898438,0.803531
0.895206,0.80159
0.896484,0.802358
0.897763,0.803126
0.902344,0.805872
0.899112,0.803935
0.900391,0.804701
0.901669,0.805468
0.90625,0.808225
0.903018,0.806278
0.904297,0.807049
0.905575,0.807819
0.910156,0.810609
0.906925,0.808637
0.908203,0.809417
0.909482,0.810197
0.914062,0.813038
0.910831,0.811028
0.912109,0.811824
0.913388,0.812619
0.917969,0.815528
0.914737,0.813468
0.916016,0.814283
0.917294,0.815098
0.921875,0.81809
0.918643,0.81597
0.919922,0.816809
0.9212,0.817648
0.925781,0.820735
0.92255,0.818547
0.923828,0.819413
0.925107,0.820278
0.929688,0.82347
0.926456,0.821207
0.927734,0.822102
0.929013,0.822998
0.933594,0.826301
0.930362,0.823959
0.931641,0.824885
0.932919,0.825812
0.9375,0.829231
0.934268,0.826807
0.935547,0.827766
0.936825,0.828725
0.941406,0.832261
0.938175,0.829754
0.939453,0.830746
0.940732,0.831738
0.945312,0.83539
0.942081,0.832801
0.943359,0.833826
0.944638,0.83485
0.949219,0.838618
0.945987,0.835948
0.947266,0.837004
0.948544,0.83806
0.953125,0.841938
0.949893,0.839191
0.951172,0.840278
0.95245,0.841365
0.957031,0.845348
0.9538,0.842527
0.955078,0.843643
0.956357,0.844759
0.960938,0.84884
0.957706,0.845951
0.958984,0.847094
0.960263,0.848237
0.964844,0.852409
0.961612,0.849457
0.962891,0.850625
0.964169,0.851793
0.96875,0.856046
0.965518,0.853037
0.966797,0.854228
0.968075,0.855418
0.972656,0.859744
0.969425,0.856685
0.970703,0.857895
0.971982,0.859106
0.976562,0.863495
0.973331,0.860392
0.974609,0.86162
0.975888,0.862847
0.980469,0.86729
0.977237,0.86415
0.978516,0.865392
0.979794,0.866635
0.984375,0.871121
0.981143,0.867951
0.982422,0.869205
0.9837,0.870459
0.988281,0.87498
0.98505,0.871787
0.986328,0.87305
0.987607,0.874313
0.992188,0.878858
0.988956,0.875649
0.990234,0.876919
0.991513,0.878189
0.996094,0.88275
0.992862,0.87953
0.994141,0.880804
0.995419,0.882078
1,0.886648
0.996768,0.883423
0.998047,0.884699
0.999325,0.885975
