S_values,r_values
0.155575,0.95946
0.160156,0.961595
0.156925,0.960004
0.158203,0.960634
0.159482,0.961263
0.164062,0.964047
0.160831,0.962019
0.162109,0.962821
0.163388,0.963624
0.167969,0.966777
0.164737,0.964518
0.166016,0.965412
0.167294,0.966305
0.171875,0.969494
0.168643,0.967246
0.169922,0.968135
0.1712,0.969025
0.175781,0.971911
0.17255,0.969911
0.173828,0.970702
0.175107,0.971494
0.179688,0.973785
0.176456,0.972235
0.177734,0.972848
0.179013,0.973461
0.183594,0.974953
0.180362,0.973987
0.181641,0.974369
0.182919,0.974751
0.1875,0.975355
0.184268,0.975022
0.185547,0.975154
0.186825,0.975286
0.191406,0.975042
0.188175,0.975301
0.189453,0.975199
0.190732,0.975096
0.195312,0.974168
0.192081,0.974891
0.193359,0.974605
0.194638,0.974319
0.199219,0.972969
0.195987,0.973961
0.197266,0.973569
0.198544,0.973176
0.203125,0.971728
0.199893,0.972755
0.201172,0.972349
0.20245,0.971943
0.207031,0.970735
0.2038,0.971557
0.205078,0.971232
0.206357,0.970906
0.210938,0.970241
0.207706,0.97065
0.208984,0.970488
0.210263,0.970326
0.214844,0.970421
0.211612,0.970272
0.212891,0.970331
0.214169,0.97039
0.21875,0.97135
0.215518,0.970582
0.216797,0.970886
0.218075,0.97119
0.222656,0.972985
0.219425,0.971632
0.220703,0.972168
0.221982,0.972703
0.226562,0.975178
0.223331,0.973364
0.224609,0.974082
0.225888,0.974799
0.230469,0.977695
0.227237,0.975612
0.228516,0.976436
0.229794,0.97726
0.234375,0.980255
0.231143,0.978137
0.232422,0.978975
0.2337,0.979813
0.238281,0.982571
0.23505,0.980655
0.236328,0.981413
0.237607,0.982171
0.242188,0.984394
0.238956,0.982886
0.240234,0.983482
0.241513,0.984079
0.246094,0.985545
0.242862,0.984593
0.244141,0.98497
0.245419,0.985347
0.25,0.985946
0.246768,0.985615
0.248047,0.985746
0.249325,0.985877
0.253906,0.985626
0.250675,0.985891
0.251953,0.985786
0.253232,0.985681
0.257812,0.984717
0.254581,0.985469
0.255859,0.985172
0.257138,0.984874
0.261719,0.98344
0.258487,0.984497
0.259766,0.984079
0.261044,0.983661
0.265625,0.982066
0.262393,0.983203
0.263672,0.982753
0.26495,0.982304
0.269531,0.980884
0.2663,0.981862
0.267578,0.981475
0.268857,0.981088
0.273438,0.98015
0.270206,0.980757
0.271484,0.980517
0.272763,0.980277
0.277344,0.980056
0.274112,0.980134
0.275391,0.980103
0.276669,0.980072
0.28125,0.980693
0.278018,0.980166
0.279297,0.980375
0.280575,0.980583
0.285156,0.982043
0.281925,0.980926
0.283203,0.981368
0.284482,0.98181
0.289062,0.983977
0.285831,0.982377
0.287109,0.98301
0.288388,0.983643
0.292969,0.98628
0.289737,0.984375
0.291016,0.985129
0.292294,0.985882
0.296875,0.988679
0.293643,0.986694
0.294922,0.98748
0.2962,0.988265
0.300781,0.990891
0.29755,0.989061
0.298828,0.989785
0.300107,0.990509
0.304688,0.992657
0.301456,0.991196
0.302734,0.991774
0.304013,0.992352
0.308594,0.993787
0.305362,0.992852
0.306641,0.993222
0.307919,0.993592
0.3125,0.994183
0.309268,0.993856
0.310547,0.993985
0.311825,0.994115
0.316406,0.993853
0.313175,0.994126
0.314453,0.994018
0.315732,0.99391
0.320312,0.992909
0.317081,0.99369
0.318359,0.993381
0.319638,0.993072
0.324219,0.991555
0.320987,0.992675
0.322266,0.992232
0.323544,0.991789
0.328125,0.990052
0.324893,0.991295
0.326172,0.990803
0.32745,0.990311
0.332031,0.988685
0.3288,0.989816
0.330078,0.989368
0.331357,0.988921
0.335938,0.987717
0.332706,0.988517
0.333984,0.988201
0.335263,0.987884
0.339844,0.987352
0.336612,0.987654
0.337891,0.987534
0.339169,0.987415
0.34375,0.987701
0.340518,0.987412
0.341797,0.987526
0.343075,0.987641
0.347656,0.988767
0.344425,0.987885
0.345703,0.988234
0.346982,0.988583
0.351562,0.990443
0.348331,0.989057
0.349609,0.989605
0.350888,0.990154
0.355469,0.99253
0.352237,0.990804
0.353516,0.991487
0.354794,0.99217
0.359375,0.994766
0.356143,0.992916
0.357422,0.993648
0.3587,0.99438
0.363281,0.996868
0.36005,0.995129
0.361328,0.995817
0.362607,0.996505
0.367188,0.998574
0.363956,0.997162
0.365234,0.997721
0.366513,0.998279
0.371094,0.999679
0.367862,0.998764
0.369141,0.999126
0.370419,0.999488
0.375,1.00007
0.371768,0.999746
0.373047,0.999873
0.374325,1
0.378906,0.999725
0.375675,1.00001
0.376953,0.999896
0.378232,0.999784
0.382812,0.998746
0.379581,0.999556
0.380859,0.999235
0.382138,0.998915
0.386719,0.997316
0.383487,0.998499
0.384766,0.998031
0.386044,0.997563
0.390625,0.995687
0.387393,0.997035
0.388672,0.996502
0.38995,0.995968
0.394531,0.994139
0.3913,0.99542
0.392578,0.994913
0.393857,0.994406
0.398438,0.992941
0.395206,0.993932
0.396484,0.99354
0.397763,0.993148
0.402344,0.992309
0.399112,0.992832
0.400391,0.992625
0.401669,0.992418
0.40625,0.992373
0.403018,0.99232
0.404297,0.992341
0.405575,0.992362
0.410156,0.993157
0.406925,0.992508
0.408203,0.992765
0.409482,0.993022
0.414062,0.994574
0.410831,0.993402
0.412109,0.993866
0.413388,0.99433
0.417969,0.996443
0.414737,0.994897
0.416016,0.995508
0.417294,0.99612
0.421875,0.998512
0.418643,0.9968
0.419922,0.997477
0.4212,0.998154
0.425781,1.0005
0.42255,0.998855
0.423828,0.999506
0.425107,1.00016
0.429688,1.00214
0.426456,1.00078
0.427734,1.00132
0.429013,1.00186
0.433594,1.00322
0.430362,1.00233
0.431641,1.00268
0.432919,1.00303
0.4375,1.0036
0.434268,1.00328
0.435547,1.00341
0.436825,1.00353
0.441406,1.00324
0.438175,1.00354
0.439453,1.00342
0.440732,1.0033
0.445312,1.00223
0.442081,1.00307
0.443359,1.00274
0.444638,1.0024
0.449219,1.00073
0.445987,1.00197
0.447266,1.00148
0.448544,1.00099
0.453125,0.998974
0.449893,1.00042
0.451172,0.99985
0.45245,0.999277
0.457031,0.997249
0.4538,0.998676
0.455078,0.998112
0.456357,0.997547
0.460938,0.995824
0.457706,0.997003
0.458984,0.996537
0.460263,0.99607
0.464844,0.994929
0.461612,0.99567
0.462891,0.995376
0.464169,0.995083
0.46875,0.994709
0.465518,0.994891
0.466797,0.994819
0.468075,0.994747
0.472656,0.995211
0.469425,0.994796
0.470703,0.99496
0.471982,0.995124
0.476562,0.996368
0.473331,0.995411
0.474609,0.99579
0.475888,0.996169
0.480469,0.998016
0.477237,0.996653
0.478516,0.997192
0.479794,0.997732
0.484375,0.999915
0.481143,0.998344
0.482422,0.998966
0.4837,0.999587
0.488281,1.00179
0.48505,1.00024
0.486328,1.00085
0.487607,1.00146
0.492188,1.00336
0.488956,1.00206
0.490234,1.00257
0.491513,1.00309
0.496094,1.00441
0.492862,1.00354
0.494141,1.00388
0.495419,1.00423
0.5,1.00477
0.496768,1.00447
0.498047,1.00459
0.499325,1.00471
0.503906,1.00441
0.500675,1.00471
0.501953,1.00459
0.503232,1.00447
0.507812,1.00336
0.504581,1.00423
0.505859,1.00388
0.507138,1.00354
0.511719,1.00179
0.508487,1.00309
0.509766,1.00257
0.511044,1.00206
0.515625,0.999915
0.512393,1.00146
0.513672,1.00085
0.51495,1.00024
0.519531,0.998016
0.5163,0.999587
0.517578,0.998966
0.518857,0.998344
0.523438,0.996368
0.520206,0.997732
0.521484,0.997192
0.522763,0.996653
0.527344,0.995211
0.524112,0.996169
0.525391,0.99579
0.526669,0.995411
0.53125,0.994709
0.528018,0.995124
0.529297,0.99496
0.530575,0.994796
0.535156,0.994929
0.531925,0.994747
0.533203,0.994819
0.534482,0.994891
0.539062,0.995824
0.535831,0.995083
0.537109,0.995376
0.538388,0.99567
0.542969,0.997249
0.539737,0.99607
0.541016,0.996537
0.542294,0.997003
0.546875,0.998974
0.543643,0.997547
0.544922,0.998112
0.5462,0.998676
0.550781,1.00073
0.54755,0.999277
0.548828,0.99985
0.550107,1.00042
0.554688,1.00223
0.551456,1.00099
0.552734,1.00148
0.554013,1.00197
0.558594,1.00324
0.555362,1.0024
0.556641,1.00274
0.557919,1.00307
0.5625,1.0036
0.559268,1.0033
0.560547,1.00342
0.561825,1.00354
0.566406,1.00322
0.563175,1.00353
0.564453,1.00341
0.565732,1.00328
0.570312,1.00214
0.567081,1.00303
0.568359,1.00268
0.569638,1.00233
0.574219,1.0005
0.570987,1.00186
0.572266,1.00132
0.573544,1.00078
0.578125,0.998512
0.574893,1.00016
0.576172,0.999506
0.57745,0.998855
0.582031,0.996443
0.5788,0.998154
0.580078,0.997477
0.581357,0.9968
0.585938,0.994574
0.582706,0.99612
0.583984,0.995508
0.585263,0.994897
0.589844,0.993157
0.586612,0.99433
0.587891,0.993866
0.589169,0.993402
0.59375,0.992373
0.590518,0.993022
0.591797,0.992765
0.593075,0.992508
0.597656,0.992309
0.594425,0.992362
0.595703,0.992341
0.596982,0.99232
0.601562,0.992941
0.598331,0.992418
0.599609,0.992625
0.600888,0.992832
0.605469,0.994139
0.602237,0.993148
0.603516,0.99354
0.604794,0.993932
0.609375,0.995687
0.606143,0.994406
0.607422,0.994913
0.6087,0.99542
0.613281,0.997316
0.61005,0.995968
0.611328,0.996502
0.612607,0.997035
0.617188,0.998746
0.613956,0.997563
0.615234,0.998031
0.616513,0.998499
0.621094,0.999725
0.617862,0.998915
0.619141,0.999235
0.620419,0.999556
0.625,1.00007
0.621768,0.999784
0.623047,0.999896
0.624325,1.00001
0.628906,0.999679
0.625675,1
0.626953,0.999873
0.628232,0.999746
0.632812,0.998574
0.629581,0.999488
0.630859,0.999126
0.632138,0.998764
0.636719,0.996868
0.633487,0.998279
0.634766,0.997721
0.636044,0.997162
0.640625,0.994766
0.637393,0.996505
0.638672,0.995817
0.63995,0.995129
0.644531,0.99253
0.6413,0.99438
0.642578,0.993648
0.643857,0.992916
0.648438,0.990443
0.645206,0.99217
0.646484,0.991487
0.647763,0.990804
0.652344,0.988767
0.649112,0.990154
0.650391,0.989605
0.651669,0.989057
0.65625,0.987701
0.653018,0.988583
0.654297,0.988234
0.655575,0.987885
0.660156,0.987352
0.656925,0.987641
0.658203,0.987526
0.659482,0.987412
0.664062,0.987717
0.660831,0.987415
0.662109,0.987534
0.663388,0.987654
0.667969,0.988685
0.664737,0.987884
0.666016,0.988201
0.667294,0.988517
0.671875,0.990052
0.668643,0.988921
0.669922,0.989368
0.6712,0.989816
0.675781,0.991555
0.67255,0.990311
0.673828,0.990803
0.675107,0.991295
0.679688,0.992909
0.676456,0.991789
0.677734,0.992232
0.679013,0.992675
0.683594,0.993853
0.680362,0.993072
0.681641,0.993381
0.682919,0.99369
0.6875,0.994183
0.684268,0.99391
0.685547,0.994018
0.686825,0.994126
0.691406,0.993787
0.688175,0.994115
0.689453,0.993985
0.690732,0.993856
0.695312,0.992657
0.692081,0.993592
0.693359,0.993222
0.694638,0.992852
0.699219,0.990891
0.695987,0.992352
0.697266,0.991774
0.698544,0.991196
0.703125,0.988679
0.699893,0.990509
0.701172,0.989785
0.70245,0.989061
0.707031,0.98628
0.7038,0.988265
0.705078,0.98748
0.706357,0.986694
0.710938,0.983977
0.707706,0.985882
0.708984,0.985129
0.710263,0.984375
0.714844,0.982043
0.711612,0.983643
0.712891,0.98301
0.714169,0.982377
0.71875,0.980693
0.715518,0.98181
0.716797,0.981368
0.718075,0.980926
0.722656,0.980056
0.719425,0.980583
0.720703,0.980375
0.721982,0.980166
0.726562,0.98015
0.723331,0.980072
0.724609,0.980103
0.725888,0.980134
0.730469,0.980884
0.727237,0.980277
0.728516,0.980517
0.729794,0.980757
0.734375,0.982066
0.731143,0.981088
0.732422,0.981475
0.7337,0.981862
0.738281,0.98344
0.73505,0.982304
0.736328,0.982753
0.737607,0.983203
0.742188,0.984717
0.738956,0.983661
0.740234,0.984079
0.741513,0.984497
0.746094,0.985626
0.742862,0.984874
0.744141,0.985172
0.745419,0.985469
0.75,0.985946
0.746768,0.985681
0.748047,0.985786
0.749325,0.985891
0.753906,0.985545
0.750675,0.985877
0.751953,0.985746
0.753232,0.985615
0.757812,0.984394
0.754581,0.985347
0.755859,0.98497
0.757138,0.984593
0.761719,0.982571
0.758487,0.984079
0.759766,0.983482
0.761044,0.982886
0.765625,0.980255
0.762393,0.982171
0.763672,0.981413
0.76495,0.980655
0.769531,0.977695
0.7663,0.979813
0.767578,0.978975
0.768857,0.978137
0.773438,0.975178
0.770206,0.97726
0.771484,0.976436
0.772763,0.975612
0.777344,0.972985
0.774112,0.974799
0.775391,0.974082
0.776669,0.973364
0.78125,0.97135
0.778018,0.972703
0.779297,0.972168
0.780575,0.971632
0.785156,0.970421
0.781925,0.97119
0.783203,0.970886
0.784482,0.970582
0.789062,0.970241
0.785831,0.97039
0.787109,0.970331
0.788388,0.970272
0.792969,0.970735
0.789737,0.970326
0.791016,0.970488
0.792294,0.97065
0.796875,0.971728
0.793643,0.970906
0.794922,0.971232
0.7962,0.971557
0.800781,0.972969
0.79755,0.971943
0.798828,0.972349
0.800107,0.972755
0.804688,0.974168
0.801456,0.973176
0.802734,0.973569
0.804013,0.973961
0.808594,0.975042
0.805362,0.974319
0.806641,0.974605
0.807919,0.974891
0.8125,0.975355
0.809268,0.975096
0.810547,0.975199
0.811825,0.975301
0.816406,0.974953
0.813175,0.975286
0.814453,0.975154
0.815732,0.975022
0.820312,0.973785
0.817081,0.974751
0.818359,0.974369
0.819638,0.973987
0.824219,0.971911
0.820987,0.973461
0.822266,0.972848
0.823544,0.972235
0.828125,0.969494
0.824893,0.971494
0.826172,0.970702
0.82745,0.969911
0.832031,0.966777
0.8288,0.969025
0.830078,0.968135
0.831357,0.967246
0.835938,0.964047
0.832706,0.966305
0.833984,0.965412
0.835263,0.964518
0.839844,0.961595
0.836612,0.963624
0.837891,0.962821
0.839169,0.962019
0.84375,0.959672
0.840518,0.961263
0.841797,0.960634
0.843075,0.960004
0.847656,0.958447
0.844425,0.95946
0.845703,0.95906
0.846982,0.958659
0.851562,0.957986
0.848331,0.958368
0.849609,0.958217
0.850888,0.958066
0.855469,0.958236
0.852237,0.958029
0.853516,0.958111
0.854794,0.958192
0.859375,0.959035
0.856143,0.958374
0.857422,0.958635
0.8587,0.958897
0.863281,0.96014
0.86005,0.959226
0.861328,0.959588
0.862607,0.95995
0.867188,0.96126
0.863956,0.960334
0.865234,0.9607
0.866513,0.961067
0.871094,0.9621
0.867862,0.961405
0.869141,0.96168
0.870419,0.961955
0.875,0.962409
0.871768,0.962154
0.873047,0.962255
0.874325,0.962356
0.878906,0.962011
0.875675,0.96234
0.876953,0.96221
0.878232,0.962079
0.882812,0.960832
0.879581,0.961807
0.880859,0.961421
0.882138,0.961035
0.886719,0.958912
0.883487,0.9605
0.884766,0.959872
0.886044,0.959244
0.890625,0.9564
0.887393,0.958478
0.888672,0.957656
0.88995,0.956833
0.894531,0.953528
0.8913,0.955904
0.892578,0.954964
0.893857,0.954024
0.898438,0.950587
0.895206,0.95302
0.896484,0.952057
0.897763,0.951095
0.902344,0.947875
0.899112,0.950118
0.900391,0.949231
0.901669,0.948343
0.90625,0.945659
0.903018,0.947492
0.904297,0.946767
0.905575,0.946042
0.910156,0.944133
0.906925,0.945396
0.908203,0.944896
0.909482,0.944397
0.914062,0.943385
0.910831,0.944004
0.912109,0.943759
0.913388,0.943514
0.917969,0.943384
0.914737,0.943385
0.916016,0.943384
0.917294,0.943384
0.921875,0.943984
0.918643,0.943487
0.919922,0.943684
0.9212,0.943881
0.925781,0.94495
0.92255,0.944151
0.923828,0.944467
0.925107,0.944784
0.929688,0.94599
0.926456,0.94513
0.927734,0.94547
0.929013,0.94581
0.933594,0.946799
0.930362,0.946129
0.931641,0.946394
0.932919,0.946659
0.9375,0.947107
0.934268,0.946852
0.935547,0.946953
0.936825,0.947054
0.941406,0.946718
0.938175,0.94704
0.939453,0.946913
0.940732,0.946785
0.945312,0.945535
0.942081,0.946514
0.943359,0.946127
0.944638,0.94574
0.949219,0.943577
0.945987,0.945197
0.947266,0.944556
0.948544,0.943915
0.953125,0.940974
0.949893,0.943128
0.951172,0.942276
0.95245,0.941424
0.957031,0.937952
0.9538,0.940453
0.955078,0.939463
0.956357,0.938474
0.960938,0.9348
0.957706,0.937408
0.958984,0.936376
0.960263,0.935344
0.964844,0.931825
0.961612,0.934286
0.962891,0.933312
0.964169,0.932339
0.96875,0.929313
0.965518,0.931391
0.966797,0.930569
0.968075,0.929747
0.972656,0.927479
0.969425,0.928996
0.970703,0.928396
0.971982,0.927796
0.976562,0.926436
0.973331,0.927299
0.974609,0.926957
0.975888,0.926616
0.980469,0.926176
0.977237,0.926391
0.978516,0.926306
0.979794,0.926221
0.984375,0.926572
0.981143,0.926244
0.982422,0.926374
0.9837,0.926504
0.988281,0.927396
0.98505,0.926714
0.986328,0.926984
0.987607,0.927253
0.992188,0.928354
0.988956,0.927561
0.990234,0.927875
0.991513,0.928189
0.996094,0.929134
0.992862,0.928489
0.994141,0.928744
0.995419,0.929
1,0.929448
0.996768,0.929189
0.998047,0.929291
0.999325,0.929394
